Rank,Priority,Product,Vendor,Status,Price,Why this rank,Filename 01 (front - featured),Filename 02 (back label),Filename 03 (gift box),Shopify handle
188,P5,Kilikanoon Covenant Shiraz,Kilikanoon,DRAFT,47.99,Long tail - shoot last,kilikanoon-covenant-shiraz-01.jpg,kilikanoon-covenant-shiraz-02.jpg,kilikanoon-covenant-shiraz-03.jpg,kilikanoon-covenant-shiraz
189,P5,Poggio Al Tesoro Solosole Vermentino Bolgheri DOC - Tuscany Italy,Poggio al Tesoro,DRAFT,47.99,Long tail - shoot last,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy-01.jpg,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy-02.jpg,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy-03.jpg,poggio-al-tesoro-solosole-vermentino-bolgheri-doc-tuscany-italy
190,P5,Poggio dei Salici Chianti Classico DOCG,Poggio dei Salici,DRAFT,47.99,Long tail - shoot last,poggio-dei-salici-chianti-classico-docg-01.jpg,poggio-dei-salici-chianti-classico-docg-02.jpg,poggio-dei-salici-chianti-classico-docg-03.jpg,poggio-dei-salici-chianti-classico-docg
191,P5,Katnook Estate Merlot,Katnook Estate,DRAFT,46.99,Long tail - shoot last,katnook-estate-merlot-01.jpg,katnook-estate-merlot-02.jpg,katnook-estate-merlot-03.jpg,katnook-estate-merlot
192,P5,Chrismont La Zona Pinot Grigio,Chrismont,DRAFT,20.99,Long tail - shoot last,chrismont-la-zona-pinot-grigio-01.jpg,chrismont-la-zona-pinot-grigio-02.jpg,chrismont-la-zona-pinot-grigio-03.jpg,chrismont-la-zona-pinot-grigio
193,P5,Dal Zotto Pucino Prosecco,Dal Zotto,DRAFT,19.99,Long tail - shoot last,dal-zotto-pucino-prosecco-01.jpg,dal-zotto-pucino-prosecco-02.jpg,dal-zotto-pucino-prosecco-03.jpg,dal-zotto-pucino-prosecco
194,P5,Adami Bosco di Gica,Adami,DRAFT,,Long tail - shoot last,adami-bosco-di-gica-01.jpg,adami-bosco-di-gica-02.jpg,adami-bosco-di-gica-03.jpg,adami-bosco-di-gica
195,P5,All Saints Estate Museum Muscat,All Saints Estate,DRAFT,,Long tail - shoot last,all-saints-estate-museum-muscat-01.jpg,all-saints-estate-museum-muscat-02.jpg,all-saints-estate-museum-muscat-03.jpg,all-saints-estate-museum-muscat
196,P5,Alois Lageder Porer Pinot Grigio,Alois Lageder,DRAFT,,Long tail - shoot last,alois-lageder-porer-pinot-grigio-01.jpg,alois-lageder-porer-pinot-grigio-02.jpg,alois-lageder-porer-pinot-grigio-03.jpg,alois-lageder-porer-pinot-grigio
197,P5,Ashton Hills Reserve Pinot Noir,Ashton Hills,DRAFT,,Long tail - shoot last,ashton-hills-reserve-pinot-noir-01.jpg,ashton-hills-reserve-pinot-noir-02.jpg,ashton-hills-reserve-pinot-noir-03.jpg,ashton-hills-reserve-pinot-noir
198,P5,Astrolabe Awatere Valley Sauvignon Blanc,Astrolabe,DRAFT,,Long tail - shoot last,astrolabe-awatere-valley-sauvignon-blanc-01.jpg,astrolabe-awatere-valley-sauvignon-blanc-02.jpg,astrolabe-awatere-valley-sauvignon-blanc-03.jpg,astrolabe-awatere-valley-sauvignon-blanc
199,P5,Ata Rangi Lismore Pinot Gris,Ata Rangi,DRAFT,,Long tail - shoot last,ata-rangi-lismore-pinot-gris-01.jpg,ata-rangi-lismore-pinot-gris-02.jpg,ata-rangi-lismore-pinot-gris-03.jpg,ata-rangi-lismore-pinot-gris
200,P5,Bass Phillip Reserve Pinot Noir,Bass Phillip,DRAFT,,Long tail - shoot last,bass-phillip-reserve-pinot-noir-01.jpg,bass-phillip-reserve-pinot-noir-02.jpg,bass-phillip-reserve-pinot-noir-03.jpg,bass-phillip-reserve-pinot-noir
201,P5,Bekkers Grenache,Bekkers,DRAFT,,Long tail - shoot last,bekkers-grenache-01.jpg,bekkers-grenache-02.jpg,bekkers-grenache-03.jpg,bekkers-grenache
202,P5,Bellebonne Vintage Rosé,Bellebonne,DRAFT,,Long tail - shoot last,bellebonne-vintage-rose-01.jpg,bellebonne-vintage-rose-02.jpg,bellebonne-vintage-rose-03.jpg,bellebonne-vintage-rose
203,P5,Billecart-Salmon Brut Rosé,Billecart-Salmon,DRAFT,,Long tail - shoot last,billecart-salmon-brut-rose-01.jpg,billecart-salmon-brut-rose-02.jpg,billecart-salmon-brut-rose-03.jpg,billecart-salmon-brut-rose
204,P5,Bindi Block 5 Pinot Noir,Bindi,DRAFT,,Long tail - shoot last,bindi-block-5-pinot-noir-01.jpg,bindi-block-5-pinot-noir-02.jpg,bindi-block-5-pinot-noir-03.jpg,bindi-block-5-pinot-noir
205,P5,Bindi Quartz Chardonnay,Bindi,DRAFT,,Long tail - shoot last,bindi-quartz-chardonnay-01.jpg,bindi-quartz-chardonnay-02.jpg,bindi-quartz-chardonnay-03.jpg,bindi-quartz-chardonnay
206,P5,Bisol Cartizze Superiore di Cartizze,Bisol,DRAFT,,Long tail - shoot last,bisol-cartizze-superiore-di-cartizze-01.jpg,bisol-cartizze-superiore-di-cartizze-02.jpg,bisol-cartizze-superiore-di-cartizze-03.jpg,bisol-cartizze-superiore-di-cartizze
207,P5,Bortolomiol Prior Superiore,Bortolomiol,DRAFT,,Long tail - shoot last,bortolomiol-prior-superiore-01.jpg,bortolomiol-prior-superiore-02.jpg,bortolomiol-prior-superiore-03.jpg,bortolomiol-prior-superiore
208,P5,By Farr Sangreal,By Farr,DRAFT,,Long tail - shoot last,by-farr-sangreal-01.jpg,by-farr-sangreal-02.jpg,by-farr-sangreal-03.jpg,by-farr-sangreal
209,P5,Campbells Merchant Prince Rare Muscat,Campbells,DRAFT,,Long tail - shoot last,campbells-merchant-prince-rare-muscat-01.jpg,campbells-merchant-prince-rare-muscat-02.jpg,campbells-merchant-prince-rare-muscat-03.jpg,campbells-merchant-prince-rare-muscat
210,P5,Chambers Rosewood Rare Muscat,Chambers Rosewood,DRAFT,,Long tail - shoot last,chambers-rosewood-rare-muscat-01.jpg,chambers-rosewood-rare-muscat-02.jpg,chambers-rosewood-rare-muscat-03.jpg,chambers-rosewood-rare-muscat
211,P5,Charles Melton Rose of Virginia,Charles Melton,DRAFT,,Long tail - shoot last,charles-melton-rose-of-virginia-01.jpg,charles-melton-rose-of-virginia-02.jpg,charles-melton-rose-of-virginia-03.jpg,charles-melton-rose-of-virginia
212,P5,Château Cantemerle Haut-Médoc,Château Cantemerle,DRAFT,,Long tail - shoot last,chateau-cantemerle-haut-medoc-01.jpg,chateau-cantemerle-haut-medoc-02.jpg,chateau-cantemerle-haut-medoc-03.jpg,chateau-cantemerle-haut-medoc
213,P5,Château Miraval Rosé,Château Miraval,DRAFT,,Long tail - shoot last,chateau-miraval-rose-01.jpg,chateau-miraval-rose-02.jpg,chateau-miraval-rose-03.jpg,chateau-miraval-rose
214,P5,Château de Beaucastel Châteauneuf-du-Pape,Château de Beaucastel,DRAFT,,Long tail - shoot last,chateau-de-beaucastel-chateauneuf-du-pape-01.jpg,chateau-de-beaucastel-chateauneuf-du-pape-02.jpg,chateau-de-beaucastel-chateauneuf-du-pape-03.jpg,chateau-de-beaucastel-chateauneuf-du-pape
215,P5,Cirillo 1850 Ancestor Vine Grenache,Cirillo,DRAFT,,Long tail - shoot last,cirillo-1850-ancestor-vine-grenache-01.jpg,cirillo-1850-ancestor-vine-grenache-02.jpg,cirillo-1850-ancestor-vine-grenache-03.jpg,cirillo-1850-ancestor-vine-grenache
216,P5,Clover Hill Cuvée Exceptionnelle,Clover Hill,DRAFT,,Long tail - shoot last,clover-hill-cuvee-exceptionnelle-01.jpg,clover-hill-cuvee-exceptionnelle-02.jpg,clover-hill-cuvee-exceptionnelle-03.jpg,clover-hill-cuvee-exceptionnelle
217,P5,Col Vetoraz Cartizze,Col Vetoraz,DRAFT,,Long tail - shoot last,col-vetoraz-cartizze-01.jpg,col-vetoraz-cartizze-02.jpg,col-vetoraz-cartizze-03.jpg,col-vetoraz-cartizze
218,P5,Coriole Merlot,Coriole,DRAFT,,Long tail - shoot last,coriole-merlot-01.jpg,coriole-merlot-02.jpg,coriole-merlot-03.jpg,coriole-merlot
219,P5,Craggy Range Te Muna Road Sauvignon Blanc,Craggy Range,DRAFT,,Long tail - shoot last,craggy-range-te-muna-road-sauvignon-blanc-01.jpg,craggy-range-te-muna-road-sauvignon-blanc-02.jpg,craggy-range-te-muna-road-sauvignon-blanc-03.jpg,craggy-range-te-muna-road-sauvignon-blanc
220,P5,Crawford River Riesling,Crawford River,DRAFT,,Long tail - shoot last,crawford-river-riesling-01.jpg,crawford-river-riesling-02.jpg,crawford-river-riesling-03.jpg,crawford-river-riesling
221,P5,Croser Late Disgorged,Croser,DRAFT,,Long tail - shoot last,croser-late-disgorged-01.jpg,croser-late-disgorged-02.jpg,croser-late-disgorged-03.jpg,croser-late-disgorged
222,P5,Cullen Kevin John Chardonnay,Cullen,DRAFT,,Long tail - shoot last,cullen-kevin-john-chardonnay-01.jpg,cullen-kevin-john-chardonnay-02.jpg,cullen-kevin-john-chardonnay-03.jpg,cullen-kevin-john-chardonnay
223,P5,Curly Flat Pinot Noir,Curly Flat,DRAFT,,Long tail - shoot last,curly-flat-pinot-noir-01.jpg,curly-flat-pinot-noir-02.jpg,curly-flat-pinot-noir-03.jpg,curly-flat-pinot-noir
224,P5,Deviation Road Beltana Blanc de Blancs,Deviation Road,DRAFT,,Long tail - shoot last,deviation-road-beltana-blanc-de-blancs-01.jpg,deviation-road-beltana-blanc-de-blancs-02.jpg,deviation-road-beltana-blanc-de-blancs-03.jpg,deviation-road-beltana-blanc-de-blancs
225,P5,Didier Dagueneau Silex,Didier Dagueneau,DRAFT,,Long tail - shoot last,didier-dagueneau-silex-01.jpg,didier-dagueneau-silex-02.jpg,didier-dagueneau-silex-03.jpg,didier-dagueneau-silex
226,P5,Dog Point Section 94,Dog Point,DRAFT,,Long tail - shoot last,dog-point-section-94-01.jpg,dog-point-section-94-02.jpg,dog-point-section-94-03.jpg,dog-point-section-94
227,P5,Domaine Tempier Bandol Rosé,Domaine Tempier,DRAFT,,Long tail - shoot last,domaine-tempier-bandol-rose-01.jpg,domaine-tempier-bandol-rose-02.jpg,domaine-tempier-bandol-rose-03.jpg,domaine-tempier-bandol-rose
228,P5,Domaines Ott Château Romassan,Domaines Ott,DRAFT,,Long tail - shoot last,domaines-ott-chateau-romassan-01.jpg,domaines-ott-chateau-romassan-02.jpg,domaines-ott-chateau-romassan-03.jpg,domaines-ott-chateau-romassan
229,P5,Dominique Portet Fontaine Rosé,Dominique Portet,DRAFT,,Long tail - shoot last,dominique-portet-fontaine-rose-01.jpg,dominique-portet-fontaine-rose-02.jpg,dominique-portet-fontaine-rose-03.jpg,dominique-portet-fontaine-rose
230,P5,Dr Loosen Wehlener Sonnenuhr Kabinett,Dr Loosen,DRAFT,,Long tail - shoot last,dr-loosen-wehlener-sonnenuhr-kabinett-01.jpg,dr-loosen-wehlener-sonnenuhr-kabinett-02.jpg,dr-loosen-wehlener-sonnenuhr-kabinett-03.jpg,dr-loosen-wehlener-sonnenuhr-kabinett
231,P5,Egly-Ouriet Brut Tradition Grand Cru,Egly-Ouriet,DRAFT,,Long tail - shoot last,egly-ouriet-brut-tradition-grand-cru-01.jpg,egly-ouriet-brut-tradition-grand-cru-02.jpg,egly-ouriet-brut-tradition-grand-cru-03.jpg,egly-ouriet-brut-tradition-grand-cru
232,P5,Frankland Estate Isolation Ridge Riesling,Frankland Estate,DRAFT,,Long tail - shoot last,frankland-estate-isolation-ridge-riesling-01.jpg,frankland-estate-isolation-ridge-riesling-02.jpg,frankland-estate-isolation-ridge-riesling-03.jpg,frankland-estate-isolation-ridge-riesling
233,P5,Giaconda Estate Vineyard Chardonnay,Giaconda,DRAFT,,Long tail - shoot last,giaconda-estate-vineyard-chardonnay-01.jpg,giaconda-estate-vineyard-chardonnay-02.jpg,giaconda-estate-vineyard-chardonnay-03.jpg,giaconda-estate-vineyard-chardonnay
234,P5,Giant Steps Applejack Vineyard Pinot Noir,Giant Steps,DRAFT,,Long tail - shoot last,giant-steps-applejack-vineyard-pinot-noir-01.jpg,giant-steps-applejack-vineyard-pinot-noir-02.jpg,giant-steps-applejack-vineyard-pinot-noir-03.jpg,giant-steps-applejack-vineyard-pinot-noir
235,P5,Grosset Polish Hill,Grosset,DRAFT,,Long tail - shoot last,grosset-polish-hill-01.jpg,grosset-polish-hill-02.jpg,grosset-polish-hill-03.jpg,grosset-polish-hill
236,P5,Grosset Springvale,Grosset,DRAFT,,Long tail - shoot last,grosset-springvale-01.jpg,grosset-springvale-02.jpg,grosset-springvale-03.jpg,grosset-springvale
237,P5,House of Arras Blanc de Blancs,House of Arras,DRAFT,,Long tail - shoot last,house-of-arras-blanc-de-blancs-01.jpg,house-of-arras-blanc-de-blancs-02.jpg,house-of-arras-blanc-de-blancs-03.jpg,house-of-arras-blanc-de-blancs
238,P5,House of Arras Grand Vintage,House of Arras,DRAFT,,Long tail - shoot last,house-of-arras-grand-vintage-01.jpg,house-of-arras-grand-vintage-02.jpg,house-of-arras-grand-vintage-03.jpg,house-of-arras-grand-vintage
239,P5,Jacquesson Cuvée No. 74x,Jacquesson,DRAFT,,Long tail - shoot last,jacquesson-cuvee-no-74x-01.jpg,jacquesson-cuvee-no-74x-02.jpg,jacquesson-cuvee-no-74x-03.jpg,jacquesson-cuvee-no-74x
240,P5,Jermann Pinot Grigio,Jermann,DRAFT,,Long tail - shoot last,jermann-pinot-grigio-01.jpg,jermann-pinot-grigio-02.jpg,jermann-pinot-grigio-03.jpg,jermann-pinot-grigio
241,P5,Kooyong Beurrot Pinot Gris,Kooyong,DRAFT,,Long tail - shoot last,kooyong-beurrot-pinot-gris-01.jpg,kooyong-beurrot-pinot-gris-02.jpg,kooyong-beurrot-pinot-gris-03.jpg,kooyong-beurrot-pinot-gris
242,P5,Leeuwin Estate Art Series Chardonnay,Leeuwin Estate,DRAFT,,Long tail - shoot last,leeuwin-estate-art-series-chardonnay-01.jpg,leeuwin-estate-art-series-chardonnay-02.jpg,leeuwin-estate-art-series-chardonnay-03.jpg,leeuwin-estate-art-series-chardonnay
243,P5,Leo Buring Leopold Eden Valley Riesling,Leo Buring,DRAFT,,Long tail - shoot last,leo-buring-leopold-eden-valley-riesling-01.jpg,leo-buring-leopold-eden-valley-riesling-02.jpg,leo-buring-leopold-eden-valley-riesling-03.jpg,leo-buring-leopold-eden-valley-riesling
244,P5,Livio Felluga Pinot Grigio,Livio Felluga,DRAFT,,Long tail - shoot last,livio-felluga-pinot-grigio-01.jpg,livio-felluga-pinot-grigio-02.jpg,livio-felluga-pinot-grigio-03.jpg,livio-felluga-pinot-grigio
245,P5,Mac Forbes Pinot Gris,Mac Forbes,DRAFT,,Long tail - shoot last,mac-forbes-pinot-gris-01.jpg,mac-forbes-pinot-gris-02.jpg,mac-forbes-pinot-gris-03.jpg,mac-forbes-pinot-gris
246,P5,Moss Wood Cabernet Sauvignon,Moss Wood,DRAFT,,Long tail - shoot last,moss-wood-cabernet-sauvignon-01.jpg,moss-wood-cabernet-sauvignon-02.jpg,moss-wood-cabernet-sauvignon-03.jpg,moss-wood-cabernet-sauvignon
247,P5,Mount Horrocks Watervale Riesling,Mount Horrocks,DRAFT,,Long tail - shoot last,mount-horrocks-watervale-riesling-01.jpg,mount-horrocks-watervale-riesling-02.jpg,mount-horrocks-watervale-riesling-03.jpg,mount-horrocks-watervale-riesling
248,P5,Mount Mary Pinot Noir,Mount Mary,DRAFT,,Long tail - shoot last,mount-mary-pinot-noir-01.jpg,mount-mary-pinot-noir-02.jpg,mount-mary-pinot-noir-03.jpg,mount-mary-pinot-noir
249,P5,Nino Franco Primo Franco,Nino Franco,DRAFT,,Long tail - shoot last,nino-franco-primo-franco-01.jpg,nino-franco-primo-franco-02.jpg,nino-franco-primo-franco-03.jpg,nino-franco-primo-franco
250,P5,Nino Franco Rustico,Nino Franco,DRAFT,,Long tail - shoot last,nino-franco-rustico-01.jpg,nino-franco-rustico-02.jpg,nino-franco-rustico-03.jpg,nino-franco-rustico
251,P5,Ochota Barrels Fugazi Vineyard Grenache,Ochota Barrels,DRAFT,,Long tail - shoot last,ochota-barrels-fugazi-vineyard-grenache-01.jpg,ochota-barrels-fugazi-vineyard-grenache-02.jpg,ochota-barrels-fugazi-vineyard-grenache-03.jpg,ochota-barrels-fugazi-vineyard-grenache
252,P5,Paringa Estate The Paringa Pinot Noir,Paringa Estate,DRAFT,,Long tail - shoot last,paringa-estate-the-paringa-pinot-noir-01.jpg,paringa-estate-the-paringa-pinot-noir-02.jpg,paringa-estate-the-paringa-pinot-noir-03.jpg,paringa-estate-the-paringa-pinot-noir
253,P5,Parker Coonawarra Estate First Growth,Parker Coonawarra Estate,DRAFT,,Long tail - shoot last,parker-coonawarra-estate-first-growth-01.jpg,parker-coonawarra-estate-first-growth-02.jpg,parker-coonawarra-estate-first-growth-03.jpg,parker-coonawarra-estate-first-growth
254,P5,Pewsey Vale The Contours,Pewsey Vale,DRAFT,,Long tail - shoot last,pewsey-vale-the-contours-01.jpg,pewsey-vale-the-contours-02.jpg,pewsey-vale-the-contours-03.jpg,pewsey-vale-the-contours
255,P5,Pierro Chardonnay,Pierro,DRAFT,,Long tail - shoot last,pierro-chardonnay-01.jpg,pierro-chardonnay-02.jpg,pierro-chardonnay-03.jpg,pierro-chardonnay
256,P5,Quealy Turbul Pinot Grigio,Quealy,DRAFT,,Long tail - shoot last,quealy-turbul-pinot-grigio-01.jpg,quealy-turbul-pinot-grigio-02.jpg,quealy-turbul-pinot-grigio-03.jpg,quealy-turbul-pinot-grigio
257,P5,Ruggeri Giustino B.,Ruggeri,DRAFT,,Long tail - shoot last,ruggeri-giustino-b-01.jpg,ruggeri-giustino-b-02.jpg,ruggeri-giustino-b-03.jpg,ruggeri-giustino-b
258,P5,S.C. Pannell Smart Vineyard Grenache,S.C. Pannell,DRAFT,,Long tail - shoot last,s-c-pannell-smart-vineyard-grenache-01.jpg,s-c-pannell-smart-vineyard-grenache-02.jpg,s-c-pannell-smart-vineyard-grenache-03.jpg,s-c-pannell-smart-vineyard-grenache
259,P5,Sorelle Bronca Particella 68,Sorelle Bronca,DRAFT,,Long tail - shoot last,sorelle-bronca-particella-68-01.jpg,sorelle-bronca-particella-68-02.jpg,sorelle-bronca-particella-68-03.jpg,sorelle-bronca-particella-68
260,P5,Stanton & Killeen Rare Muscat,Stanton & Killeen,DRAFT,,Long tail - shoot last,stanton-and-killeen-rare-muscat-01.jpg,stanton-and-killeen-rare-muscat-02.jpg,stanton-and-killeen-rare-muscat-03.jpg,stanton-and-killeen-rare-muscat
261,P5,Stefano Lubiana Brut Reserve,Stefano Lubiana,DRAFT,,Long tail - shoot last,stefano-lubiana-brut-reserve-01.jpg,stefano-lubiana-brut-reserve-02.jpg,stefano-lubiana-brut-reserve-03.jpg,stefano-lubiana-brut-reserve
262,P5,Tolpuddle Vineyard Chardonnay,Tolpuddle Vineyard,DRAFT,,Long tail - shoot last,tolpuddle-vineyard-chardonnay-01.jpg,tolpuddle-vineyard-chardonnay-02.jpg,tolpuddle-vineyard-chardonnay-03.jpg,tolpuddle-vineyard-chardonnay
263,P5,Tolpuddle Vineyard Pinot Noir,Tolpuddle Vineyard,DRAFT,,Long tail - shoot last,tolpuddle-vineyard-pinot-noir-01.jpg,tolpuddle-vineyard-pinot-noir-02.jpg,tolpuddle-vineyard-pinot-noir-03.jpg,tolpuddle-vineyard-pinot-noir
264,P5,Trimbach Cuvée Frédéric Emile,Trimbach,DRAFT,,Long tail - shoot last,trimbach-cuvee-frederic-emile-01.jpg,trimbach-cuvee-frederic-emile-02.jpg,trimbach-cuvee-frederic-emile-03.jpg,trimbach-cuvee-frederic-emile
265,P5,Trimbach Réserve Pinot Gris,Trimbach,DRAFT,,Long tail - shoot last,trimbach-reserve-pinot-gris-01.jpg,trimbach-reserve-pinot-gris-02.jpg,trimbach-reserve-pinot-gris-03.jpg,trimbach-reserve-pinot-gris
266,P5,Turkey Flat Grenache,Turkey Flat,DRAFT,,Long tail - shoot last,turkey-flat-grenache-01.jpg,turkey-flat-grenache-02.jpg,turkey-flat-grenache-03.jpg,turkey-flat-grenache
267,P5,Vieux Télégraphe La Crau,Vieux Télégraphe,DRAFT,,Long tail - shoot last,vieux-telegraphe-la-crau-01.jpg,vieux-telegraphe-la-crau-02.jpg,vieux-telegraphe-la-crau-03.jpg,vieux-telegraphe-la-crau
268,P5,Villa Sandi Cartizze,Villa Sandi,DRAFT,,Long tail - shoot last,villa-sandi-cartizze-01.jpg,villa-sandi-cartizze-02.jpg,villa-sandi-cartizze-03.jpg,villa-sandi-cartizze
269,P5,Yabby Lake Single Block Pinot Noir,Yabby Lake,DRAFT,,Long tail - shoot last,yabby-lake-single-block-pinot-noir-01.jpg,yabby-lake-single-block-pinot-noir-02.jpg,yabby-lake-single-block-pinot-noir-03.jpg,yabby-lake-single-block-pinot-noir
270,P5,Yangarra Estate High Sands Grenache,Yangarra Estate,DRAFT,,Long tail - shoot last,yangarra-estate-high-sands-grenache-01.jpg,yangarra-estate-high-sands-grenache-02.jpg,yangarra-estate-high-sands-grenache-03.jpg,yangarra-estate-high-sands-grenache
271,P5,Yangarra Estate Rosé,Yangarra Estate,DRAFT,,Long tail - shoot last,yangarra-estate-rose-01.jpg,yangarra-estate-rose-02.jpg,yangarra-estate-rose-03.jpg,yangarra-estate-rose
272,P5,Zind-Humbrecht Clos Windsbuhl Pinot Gris,Zind-Humbrecht,DRAFT,,Long tail - shoot last,zind-humbrecht-clos-windsbuhl-pinot-gris-01.jpg,zind-humbrecht-clos-windsbuhl-pinot-gris-02.jpg,zind-humbrecht-clos-windsbuhl-pinot-gris-03.jpg,zind-humbrecht-clos-windsbuhl-pinot-gris
273,P5,d'Arenberg The Derelict Vineyard Grenache,d'Arenberg,DRAFT,,Long tail - shoot last,d-arenberg-the-derelict-vineyard-grenache-01.jpg,d-arenberg-the-derelict-vineyard-grenache-02.jpg,d-arenberg-the-derelict-vineyard-grenache-03.jpg,d-arenberg-the-derelict-vineyard-grenache
